KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1993,0.002417432
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1993,0.008428602
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/28/1993,0.002202756
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1993,0.040366764
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/30/1993,0.012535972
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1993,0.036810276
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1993,0.004708536
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/29/1993,0.006520087
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1993,-0.024152478
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1993,0.003320063
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1994,0.023333991
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1994,-0.039774719
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1994,-0.038921513
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/1994,-0.012873756
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1994,-0.004723608
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1994,-0.008280715
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/1994,0.029186511
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1994,-0.003974487
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1994,-0.028358508
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1994,-0.00394025
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1994,0.004935455
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/1994,0.014763059
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1995,0.024152392
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1995,0.028608698
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1995,0.007035486
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/28/1995,0.016599607
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1995,0.0720498
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1995,0.012185811
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1995,-0.014262855
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1995,0.020199013
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/29/1995,0.016398934
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1995,0.025376833
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1995,0.024346694
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/29/1995,0.023610177
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1996,0.001530384
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/1996,-0.042312677
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/29/1996,-0.018200672
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1996,-0.015474195
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/1996,-0.004492634
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/28/1996,0.017804404
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1996,0.001859208
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/30/1996,-0.010539781
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1996,0.026321698
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1996,0.036812251
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/29/1996,0.030512837
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1996,-0.022440497
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/1997,-0.005169154
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/1997,-0.000174097
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1997,-0.022316659
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1997,0.021236209
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/30/1997,0.011675973
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1997,0.018619757
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1997,0.052372545
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/1997,-0.025009603
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1997,0.027350079
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/1997,0.029063775
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/1997,0.009241483
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1997,0.019663095
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/1998,0.018938163
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/1998,-0.00686611
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1998,0.003307733
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1998,0.002860548
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/1998,0.017109444
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1998,0.021525874
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/1998,-0.002540555
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1998,0.047303033
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1998,0.03282389
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/30/1998,-0.015757297
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1998,0.00822869
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1998,-0.00183383
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/29/1999,0.007859468
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/26/1999,-0.04818474
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/1999,0.000565135
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/1999,0.003613339
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/28/1999,-0.01681251
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/1999,-0.007847346
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/30/1999,-0.006867002
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/1999,-0.002765762
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/1999,0.007995713
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/29/1999,-0.001921921
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/1999,-0.005311049
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/1999,-0.013632969
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2000,0.012531752
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/2000,0.028058624
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2000,0.034264945
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/28/2000,-0.008614508
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2000,-0.001924972
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2000,0.020466831
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2000,0.016825877
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2000,0.022574475
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/29/2000,-0.01175322
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2000,0.015919278
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2000,0.028952014
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/29/2000,0.025774082
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2001,0.004431392
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2001,0.016774681
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/30/2001,-0.005350348
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2001,-0.028582134
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2001,0.004536743
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/29/2001,0.004052616
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2001,0.036692622
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2001,0.022432992
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/28/2001,0.007862415
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2001,0.050829266
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2001,-0.050539767
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2001,-0.015605158
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2002,0.011774437
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2002,0.011706733
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/28/2002,-0.039765234
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2002,0.037577314
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2002,0.003814536
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/28/2002,0.017997315
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2002,0.030762137
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/30/2002,0.042271015
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2002,0.040771809
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2002,-0.026269803
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/29/2002,-0.011671564
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2002,0.040852198
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2003,-0.004107674
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2003,0.029339228
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2003,-0.01010856
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2003,0.008768881
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/30/2003,0.051799826
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2003,-0.011963885
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2003,-0.082842909
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/2003,0.009247371
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2003,0.052392573
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2003,-0.026426255
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/2003,0.003287765
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2003,0.013323985
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/2004,0.01573926
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/2004,0.020511308
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2004,0.014223447
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2004,-0.055825415
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/28/2004,-0.004392803
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2004,0.011793475
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/30/2004,0.014014799
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2004,0.037352144
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2004,0.007527994
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/29/2004,0.014726683
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2004,-0.021762224
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2004,0.021963579
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2005,0.025137818
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2005,-0.014555023
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2005,-0.00434018
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/2005,0.033268403
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2005,0.028381125
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2005,0.015632822
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/2005,-0.029327189
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2005,0.030157631
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2005,-0.029538182
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2005,-0.018381391
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2005,0.007370133
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/2005,0.023374605
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2006,-0.009251594
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2006,0.005920146
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2006,-0.033680076
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/28/2006,-0.020023915
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2006,-0.001888882
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2006,0.009105683
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2006,0.020068332
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2006,0.027301202
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/29/2006,0.016094753
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2006,0.007746841
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2006,0.019083739
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/29/2006,-0.021641415
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2007,-0.005795705
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2007,0.026647602
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/30/2007,-0.009739117
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2007,0.008290933
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2007,-0.019205916
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/29/2007,-0.008182886
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2007,0.028673165
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2007,0.017143487
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/28/2007,0.001282794
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2007,0.015434737
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2007,0.047950568
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2007,-0.005973259
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2008,0.029705903
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/2008,0.002948432
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2008,0.0090277
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2008,-0.018126537
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/30/2008,-0.025661022
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2008,0.020598492
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2008,0.001513094
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/2008,0.020631187
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2008,0.005527919
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2008,-0.032762986
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/2008,0.128752616
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2008,0.087702867
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/2009,-0.085911091
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/2009,-0.007950511
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2009,0.050032547
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2009,-0.05354492
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/2009,-0.027693016
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2009,0.005066005
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2009,0.009322411
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2009,0.017985686
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2009,0.017598238
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/30/2009,-0.010689536
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2009,0.018020847
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2009,-0.053332429
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/29/2010,0.027843712
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/26/2010,-0.002819988
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2010,-0.013470896
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2010,0.026789338
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/28/2010,0.039140827
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2010,0.045479965
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/30/2010,0.000571028
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2010,0.067256429
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2010,-0.014875237
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/29/2010,-0.025899879
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2010,-0.015181116
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2010,-0.036807876
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2011,-0.01708221
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2011,0.009042308
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2011,0.000284654
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/2011,0.019396611
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2011,0.031146541
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2011,-0.01539974
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/2011,0.041365182
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2011,0.079549567
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2011,0.081603809
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2011,-0.024527328
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2011,0.015674523
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/2011,0.026526817
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2012,0.002194696
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/2012,-0.017407755
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/30/2012,-0.032439489
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2012,0.038873414
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2012,0.069172886
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/29/2012,-0.014355656
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2012,0.030573882
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2012,-0.010161651
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/28/2012,-0.017654392
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2012,-0.002646729
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2012,0.012339704
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2012,-0.018300051
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2013,-0.029703012
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2013,0.014058477
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/28/2013,0.000521974
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2013,0.035022676
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2013,-0.055239462
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/28/2013,-0.033626586
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2013,-0.014635844
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/30/2013,-0.01181345
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2013,0.009897114
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2013,0.010516939
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/29/2013,-0.021615107
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2013,-0.021725294
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2014,0.057334707
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2014,0.005962482
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2014,0.004210058
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2014,0.01713377
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/30/2014,0.024717352
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2014,-0.003251464
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2014,0.00688879
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/29/2014,0.037161247
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2014,-0.015511125
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2014,0.022092846
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/28/2014,0.028787101
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2014,0.021416146
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/30/2015,0.079716041
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/27/2015,-0.050721102
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2015,0.011012378
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/30/2015,-0.025504896
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/29/2015,-0.019450873
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2015,-0.031230184
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2015,0.03819763
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2015,-0.007758563
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2015,0.023604395
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/30/2015,-0.007126279
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2015,-0.006450192
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/31/2015,-0.003574652
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/29/2016,0.048653496
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/29/2016,0.026434904
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2016,0.001082055
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/29/2016,-0.007626879
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2016,0.006308034
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2016,0.063235507
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/29/2016,0.0146311
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2016,-0.010587032
