KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/30/2016,-0.011256626
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2016,-0.037305354
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2016,-0.072650005
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/30/2016,-0.004085505
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,1/31/2017,0.004204249
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,2/28/2017,0.011943107
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,3/31/2017,0.000812178
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,4/28/2017,0.013920872
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,5/31/2017,0.017191148
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,6/30/2017,0.004443487
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,7/31/2017,-0.006419773
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,8/31/2017,0.032540042
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,9/29/2017,-0.021461447
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,10/31/2017,-0.000458002
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,11/30/2017,0.00700566
2000039,BONDMATPORT,6121,Fama Maturity Portfolios - > 120 Month,12/29/2017,0.014573367
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1952,0.00213798
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/29/1952,0.001420714
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1952,0.002177662
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1952,0.001373964
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/29/1952,0.001028899
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1952,0.000871967
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1952,0.001384259
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/29/1952,0.001293768
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1952,0.002027229
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1952,0.001992809
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/28/1952,0.000767616
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1952,0.002061091
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/30/1953,0.002160995
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/27/1953,0.001034782
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1953,0.001542681
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1953,0.000393128
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/29/1953,0.001210339
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1953,0.00386497
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1953,0.002453234
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1953,0.002515082
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1953,0.004018827
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/30/1953,0.00374425
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1953,0.00137353
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1953,0.002356506
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/29/1954,0.00389161
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/26/1954,0.000667968
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1954,0.001383363
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1954,0.002859965
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/28/1954,-0.000221028
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1954,0.001198054
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/30/1954,0.001522373
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1954,-0.000787923
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1954,0.000478842
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/29/1954,0.000491049
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1954,5.37207E-05
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1954,0.000737466
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1955,-0.000243973
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1955,3.78949E-05
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1955,0.001660983
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/29/1955,0.000480118
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1955,0.001699804
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1955,0.001059136
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/29/1955,0.000271372
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1955,0.000836812
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1955,0.001575532
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1955,0.002055515
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1955,0.000401874
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/30/1955,0.001159177
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1956,0.003610574
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/29/1956,0.00158398
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/29/1956,0.00173748
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1956,0.00032303
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1956,0.003504501
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/29/1956,0.002869001
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1956,0.001363422
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1956,0.000955319
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/28/1956,0.00189663
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1956,0.003264857
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1956,0.001100779
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1956,0.001933274
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1957,0.004156152
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1957,0.00131003
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/29/1957,0.003072685
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1957,0.001979391
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1957,0.002282129
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/27/1957,0.001396819
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1957,0.002856201
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/30/1957,0.002215733
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1957,0.002745848
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1957,0.003799615
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/29/1957,0.005588132
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1957,0.005086304
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1958,0.006799893
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1958,0.002376519
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1958,0.002066361
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1958,0.002564894
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/29/1958,0.002803758
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1958,-0.000334106
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1958,-0.000085064
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/29/1958,-0.003891492
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1958,0.001038865
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1958,0.003739625
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/28/1958,0.001555283
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1958,0.002972708
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/30/1959,0.000977193
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/27/1959,0.002593942
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1959,0.002615319
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1959,0.002077045
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/29/1959,0.00197912
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1959,0.002506006
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1959,0.002626495
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1959,0.001424685
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1959,0.00202535
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/30/1959,0.006562989
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1959,0.000967642
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1959,0.003804608
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/29/1960,0.005960211
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/29/1960,0.002579407
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1960,0.007641844
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/29/1960,0.001854237
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1960,0.003708587
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1960,0.007402246
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/29/1960,0.002923351
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1960,0.002269832
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1960,0.002195097
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1960,0.003306091
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1960,0.001307324
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/30/1960,0.004240072
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1961,0.002177293
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1961,0.000571756
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/30/1961,0.003071918
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/28/1961,0.002490288
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1961,0.002311277
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1961,0.002354757
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1961,0.003370203
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1961,0.001217667
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/29/1961,0.002768114
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1961,0.002518301
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1961,0.001996711
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/29/1961,0.001710859
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1962,0.003244173
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1962,0.002817248
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/30/1962,0.003401576
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1962,0.002448527
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1962,0.002734568
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/29/1962,0.001047998
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1962,0.002432803
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1962,0.003113632
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/28/1962,0.002955048
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1962,0.002919265
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1962,0.001780216
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1962,0.002257243
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1963,0.002962728
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1963,0.002787302
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/29/1963,0.001615654
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1963,0.002780017
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1963,0.001929985
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/28/1963,0.00247002
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1963,0.002599056
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/30/1963,0.002098508
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1963,0.00281002
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1963,0.002537963
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/29/1963,0.00227634
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1963,0.003261595
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1964,0.003296642
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1964,0.002081785
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1964,0.003253492
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1964,0.004015337
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/28/1964,0.002827757
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1964,0.003381617
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1964,0.002919734
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1964,0.002437837
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1964,0.002989117
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/30/1964,0.002575322
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1964,0.001394051
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1964,0.004064091
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/29/1965,0.002917536
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/26/1965,0.002235366
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1965,0.003998581
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1965,0.003159006
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/28/1965,0.002652992
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1965,0.00383874
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/30/1965,0.003121388
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1965,0.002650776
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1965,0.002231608
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/29/1965,0.003068089
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1965,0.002833223
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1965,0.001548494
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1966,0.004268052
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1966,0.002903727
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1966,0.00489988
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/29/1966,0.003232134
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1966,0.003386955
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1966,0.004299536
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/29/1966,0.003000038
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1966,0.001734699
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1966,0.005194246
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1966,0.005123883
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1966,0.004634956
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/30/1966,0.006345913
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1967,0.005764482
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1967,0.002811513
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/31/1967,0.006505233
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/28/1967,0.003494248
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1967,0.003804367
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1967,0.000404703
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1967,0.003241727
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/31/1967,0.003570295
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/29/1967,0.0033234
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1967,0.003456951
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/30/1967,0.002481603
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/29/1967,0.003911445
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1968,0.007173387
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/29/1968,0.003123831
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/29/1968,0.003955333
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1968,0.003074536
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/31/1968,0.003744378
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/28/1968,0.005945056
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1968,0.006405939
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/30/1968,0.004151102
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1968,0.004346741
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1968,0.003137527
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/29/1968,0.003252517
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,12/31/1968,0.001768754
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,1/31/1969,0.006215763
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,2/28/1969,0.004473656
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,3/28/1969,0.005494909
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,4/30/1969,0.005772731
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,5/29/1969,0.001943927
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,6/30/1969,-0.000047431
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,7/31/1969,0.006689959
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,8/29/1969,0.005187581
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,9/30/1969,0.004303705
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,10/31/1969,0.008480938
2000040,BONDMATPORT,12012,Fama Maturity Portfolios - <= 12 Month,11/28/1969,0.002833192
